frame_idx,t_sec,ok,dx_px,dy_px,speed_mps,num_tracks
0,0.0,0,0.0,0.0,0.0,
1,0.04170833333333333,1,0.165496826171875,5.951171875,11.819761789224284,836
2,0.08341666666666667,1,0.0370330810546875,6.07366943359375,12.058619444986023,831
3,0.125125,1,0.1272125244140625,6.007904052734375,11.930501212823478,826
4,0.16683333333333333,1,0.0486297607421875,5.998748779296875,11.91004246830044,820
5,0.20854166666666665,1,0.0539093017578125,6.21905517578125,12.347501612934854,817
6,0.25025,1,0.019439697265625,6.000457763671875,11.913106596488957,811
7,0.2919583333333333,1,0.0768890380859375,6.2041015625,12.31829538375618,806
8,0.33366666666666667,1,0.006378173828125,6.18218994140625,12.273853658039323,801
9,0.37537499999999996,1,0.0,0.0,12.273853658039323,801
10,0.4170833333333333,1,0.051971435546875,6.06402587890625,12.03969155918269,799
11,0.45879166666666665,1,0.0841064453125,6.28790283203125,12.484841547687706,793
12,0.5005,1,0.0263671875,6.22479248046875,12.358539195858627,787
13,0.5422083333333333,1,0.043182373046875,6.17401123046875,12.257909285788264,781
14,0.5839166666666666,1,0.0087127685546875,6.0322265625,11.976128942689865,777
15,0.625625,1,0.0207061767578125,6.229400634765625,12.36764547534355,768
16,0.6673333333333333,1,0.014495849609375,6.1896209716796875,12.288634065559929,764
17,0.7090416666666666,1,0.0050506591796875,6.213623046875,12.336257101790585,760
18,0.7507499999999999,1,0.0224151611328125,6.22412109375,12.35717551877135,756
19,0.7924583333333333,1,0.044769287109375,6.324554443359375,12.556805907944117,744
20,0.8341666666666666,1,0.0090179443359375,6.187347412109375,12.284099587859904,738
21,0.875875,1,0.0,0.0,12.284099587859904,737
22,0.9175833333333333,1,0.01097869873046875,6.253631591796875,12.415703358989983,734
23,0.9592916666666667,1,0.0015716552734375,6.31689453125,12.541284062971487,734
24,1.001,1,0.0181427001953125,6.14715576171875,12.204344965488676,723
25,1.0427083333333333,1,0.015228271484375,6.23492431640625,12.378580548484056,719
26,1.0844166666666666,1,0.006561279296875,6.177978515625,12.265492864268234,711
27,1.1261249999999998,1,0.039459228515625,6.3621826171875,12.631439580209259,707
28,1.1678333333333333,1,0.003997802734375,6.25823974609375,12.424835587568511,701
29,1.2095416666666665,1,0.052032470703125,6.1658782958984375,12.24189857219798,693
30,1.25125,1,0.016815185546875,6.2950439453125,12.497947073022715,689
31,1.2929583333333332,1,0.023345947265625,6.1129150390625,12.13640029921026,685
32,1.3346666666666667,1,0.0,0.0,12.13640029921026,685
33,1.376375,1,-0.004241943359375,6.243408203125,12.395390022455384,681
34,1.4180833333333331,1,0.0315093994140625,6.332275390625,12.571975796101588,666
35,1.4597916666666666,1,0.00333404541015625,6.154449462890625,12.218774196757224,662
36,1.5014999999999998,1,0.018707275390625,6.26385498046875,12.43603675189114,661
37,1.5432083333333333,1,0.007354736328125,6.2452239990234375,12.399000760461929,658
38,1.5849166666666665,1,0.0311737060546875,6.396240234375,12.698963952365974,656
39,1.626625,1,-0.001495361328125,6.2642669677734375,12.436799586771802,652
40,1.6683333333333332,1,0.0240936279296875,6.2867431640625,12.481514141975445,648
41,1.7100416666666665,1,0.0048370361328125,6.2735595703125,12.455252057617315,643
42,1.75175,1,0.0062713623046875,6.26220703125,12.432715759885722,638
43,1.7934583333333332,1,0.0,0.0,12.432715759885722,637
44,1.8351666666666666,1,0.00888824462890625,6.2576141357421875,12.423603525576048,632
45,1.8768749999999998,1,-0.0623016357421875,6.378570556640625,12.664336585128451,626
46,1.9185833333333333,1,0.00586700439453125,6.2943267822265625,12.496484090324904,620
47,1.9602916666666665,1,0.01026153564453125,6.404022216796875,12.714279459502587,612
48,2.002,1,-0.0020751953125,6.24053955078125,12.389692550700506,609
49,2.043708333333333,1,-0.030914306640625,6.48486328125,12.87490771276342,601
50,2.0854166666666667,1,0.02642822265625,6.455810546875,12.81718879956157,595
51,2.127125,1,-0.00323486328125,6.37200927734375,12.650707690018534,589
52,2.168833333333333,1,-0.002410888671875,6.432769775390625,12.77133816856774,572
53,2.2105416666666664,1,-0.0142059326171875,6.4731597900390625,12.851556772421711,570
54,2.2522499999999996,1,-0.0126190185546875,6.460113525390625,12.825648815510181,566
55,2.2939583333333333,1,0.0,0.0,12.825648815510181,566
56,2.3356666666666666,1,0.0049285888671875,6.44140625,12.788487490694136,564
57,2.377375,1,-0.00679779052734375,6.6025848388671875,13.108487553228054,560
58,2.419083333333333,1,6.103515625e-05,6.51898193359375,12.942499087051525,553
59,2.4607916666666667,1,-0.0050048828125,6.591339111328125,13.086157606901015,550
60,2.5025,1,-0.0059967041015625,6.5282135009765625,12.960832501165367,546
61,2.544208333333333,1,0.001434326171875,6.540679931640625,12.98557764663582,541
62,2.5859166666666664,1,-0.0032501220703125,6.5311737060546875,12.966705699099435,538
63,2.6276249999999997,1,-0.061767578125,6.7313232421875,13.364634777357702,537
64,2.6693333333333333,1,-0.00077056884765625,6.63885498046875,13.180489833239443,532
65,2.7110416666666666,1,-0.003997802734375,6.713714599609375,13.329115092313284,529
66,2.75275,1,0.0,0.0,13.329115092313284,529
67,2.794458333333333,1,-0.0037078857421875,6.711212158203125,13.324146526004672,526
68,2.8361666666666663,1,0.00299072265625,6.824462890625,13.548988800534032,518
69,2.877875,1,-0.0029296875,6.77581787109375,13.452411081577488,515
70,2.919583333333333,1,-0.018463134765625,6.8143310546875,13.528921858163745,509
71,2.9612916666666664,1,-0.00616455078125,6.877838134765625,13.65496183884942,506
72,3.0029999999999997,1,0.0039215087890625,6.979400634765625,13.856596247452343,500
73,3.044708333333333,1,-0.0043792724609375,6.995941162109375,13.889435614598705,498
74,3.0864166666666666,1,-0.021392822265625,7.008087158203125,13.913611843300744,493
75,3.128125,1,-0.000762939453125,7.02288818359375,13.942932403080155,487
76,3.169833333333333,1,0.00115966796875,7.174072265625,14.243086712485834,485
77,3.2115416666666663,1,-0.007415771484375,7.1678466796875,14.230734138872501,483
78,3.25325,1,0.0,0.0,14.230734138872501,483
79,3.294958333333333,1,-0.0006866455078125,7.233367919921875,14.360809566776974,474
80,3.3366666666666664,1,-0.00152587890625,7.23626708984375,14.366565705511473,473
81,3.3783749999999997,1,-0.02539825439453125,7.506988525390625,14.90412907891243,468
82,3.420083333333333,1,-0.0244598388671875,7.5023193359375,14.894852938562067,462
83,3.4617916666666666,1,-0.01495361328125,7.4879150390625,14.866205764913346,455
84,3.5035,1,-0.06414794921875,7.57550048828125,15.040603613101867,449
85,3.545208333333333,1,-0.005157470703125,7.6549072265625,15.197718490804577,447
86,3.5869166666666663,1,0.007080078125,7.72314453125,15.333196818262623,445
87,3.6286249999999995,1,9.1552734375e-05,7.8299560546875,15.545249261960528,440
88,3.6703333333333332,1,-0.0005645751953125,7.77874755859375,15.443582212960578,436
89,3.7120416666666665,1,0.0,0.0,15.443582212960578,434
90,3.7537499999999997,1,-0.000274658203125,7.88580322265625,15.65612577347091,427
91,3.795458333333333,1,-0.0174560546875,8.03179931640625,15.94601762715054,423
92,3.8371666666666666,1,-0.00958251953125,7.9732666015625,15.82978312944937,407
93,3.878875,1,-0.000518798828125,8.067535400390625,16.016928843990605,404
94,3.920583333333333,1,-0.00457763671875,8.137939453125,16.156708466745318,399
95,3.9622916666666663,1,0.006988525390625,8.223388671875,16.32635891479356,397
96,4.004,1,-0.004638671875,8.2965087890625,16.471525048031417,389
97,4.045708333333333,1,-0.002685546875,8.59954833984375,17.073164658775944,385
98,4.087416666666666,1,-0.0027923583984375,8.5294189453125,16.933932928213913,380
99,4.129124999999999,1,-0.04193115234375,8.47491455078125,16.825927342354454,371
100,4.170833333333333,1,0.0089569091796875,8.6839599609375,17.240760104969265,367
101,4.212541666666667,1,3.0517578125e-05,0.0,17.240760104969265,367
102,4.25425,1,-3.0517578125e-05,8.571533203125,17.017543810059475,363
103,4.295958333333333,1,0.0044097900390625,8.89739990234375,17.66450734559952,358
104,4.337666666666666,1,-0.0092010498046875,9.0167236328125,17.90141456580203,352
105,4.379375,1,-0.0194244384765625,9.06854248046875,18.004325400725644,349
106,4.421083333333333,1,-0.011260986328125,9.1312255859375,18.12874615664307,343
107,4.462791666666666,1,-0.06261444091796875,9.071685791015625,18.01095369598256,336
108,4.504499999999999,1,0.0039520263671875,9.24603271484375,18.356667055650735,332
109,4.546208333333333,1,-0.021453857421875,9.2138671875,18.29285494809736,325
110,4.587916666666667,1,0.014312744140625,9.5150146484375,18.890711613133682,317
111,4.629625,1,0.005157470703125,9.280059814453125,18.424224126274844,316
112,4.671333333333333,1,0.0,0.0,18.424224126274844,316
113,4.713041666666666,1,-0.0006103515625,9.718994140625,19.29566216258619,307
114,4.75475,1,0.014373779296875,9.3941650390625,18.65078259101661,303
115,4.796458333333333,1,-0.01690673828125,9.55645751953125,18.97299878021145,299
116,4.838166666666666,1,-0.008514404296875,9.541717529296875,18.94371250464892,292
117,4.879874999999999,1,-0.00579833984375,9.64263916015625,19.14407377655668,289
118,4.921583333333333,1,-0.0140533447265625,9.6885986328125,19.235336459658434,282
119,4.963291666666667,1,0.032196044921875,9.763427734375,19.38398401352639,277
120,5.005,1,-0.018585205078125,9.6787109375,19.215721056762728,272
121,5.046708333333333,1,-0.00775146484375,10.141326904296875,20.134148839865922,270
122,5.088416666666666,1,-0.000579833984375,9.7601318359375,19.377335123839643,263
123,5.130125,1,0.0,0.0,19.377335123839643,260
124,5.171833333333333,1,-0.01031494140625,9.82891845703125,19.51391175774695,249
125,5.213541666666666,1,-0.0008544921875,9.7506103515625,19.35843162902893,243
126,5.255249999999999,1,0.0091552734375,9.890228271484375,19.635631225264444,222
127,5.2969583333333325,1,0.01827239990234375,9.93756103515625,19.729628544670483,222
128,5.338666666666667,1,-0.009613037109375,9.9542236328125,19.762685594594917,219
129,5.380375,1,0.02294921875,9.99554443359375,19.844765177924256,213
130,5.422083333333333,1,-0.0034027099609375,9.992950439453125,19.839564022320562,202
131,5.463791666666666,1,0.01033782958984375,10.119171142578125,20.09016637062873,200
132,5.5055,1,0.036468505859375,9.92449951171875,19.703796445853296,198
133,5.547208333333333,1,0.01688385009765625,9.83984375,19.535620364879264,184
134,5.588916666666666,1,0.0141754150390625,9.92803955078125,19.710711749590416,177
135,5.630624999999999,1,0.0,0.0,19.710711749590416,177
136,5.672333333333333,1,0.022735595703125,9.9576416015625,19.769513793824473,167
137,5.714041666666667,1,0.029052734375,9.80126953125,19.459093541562666,159
138,5.75575,1,-0.00286865234375,9.739959716796875,19.337287093081226,148
139,5.797458333333333,1,0.043304443359375,10.1971435546875,20.245141427892626,143
140,5.839166666666666,1,0.01611328125,10.041412353515625,19.935802685347106,138
141,5.880875,1,0.023284912109375,10.2430419921875,20.336136150464696,128
142,5.922583333333333,1,-0.0065155029296875,9.594451904296875,19.048405856069607,126
143,5.964291666666666,1,0.007080078125,9.73291015625,19.323295480525108,123
144,6.005999999999999,1,0.0087127685546875,10.06781005859375,19.988193341763118,120
145,6.047708333333333,1,0.0446624755859375,9.61285400390625,19.0851421671772,113
146,6.089416666666666,1,0.0,0.0,19.0851421671772,113
147,6.131125,1,0.004608154296875,9.5482177734375,18.956612468183128,111
148,6.172833333333333,1,0.071563720703125,9.84759521484375,19.551497270747557,109
149,6.214541666666666,1,0.01495361328125,9.69891357421875,19.25581794042256,107
150,6.25625,1,-0.040008544921875,9.789031982421875,19.434874485388548,102
151,6.297958333333333,1,-0.0472412109375,9.56884765625,18.99779943933653,100
152,6.339666666666666,1,-0.03582763671875,9.11328125,18.09324629771064,99
153,6.381374999999999,0,0.0,0.0,18.09324629771064,
154,6.423083333333333,1,-0.032012939453125,8.1414794921875,16.163859103244075,681
155,6.464791666666666,1,-0.00408935546875,7.977874755859375,15.838922604221468,678
156,6.5065,1,-0.0241546630859375,8.02374267578125,15.930056850322933,675
157,6.548208333333333,1,-0.110992431640625,8.00634765625,15.896976717816306,673
158,6.589916666666666,1,0.0,0.0,15.896976717816306,673
159,6.631625,1,-0.03765869140625,7.9757080078125,15.834795266573883,671
160,6.673333333333333,1,-0.0081329345703125,8.262802124023438,16.404610694489133,666
161,6.715041666666666,1,-0.03566741943359375,7.9995880126953125,15.88218692904991,658
162,6.756749999999999,1,-0.0804595947265625,7.98797607421875,15.859779717083999,655
163,6.798458333333333,1,-0.010040283203125,8.113433837890625,16.108065877214127,649
164,6.840166666666666,1,0.0032958984375,8.0037841796875,15.890361297544876,648
165,6.881874999999999,1,-0.0053253173828125,8.021087646484375,15.92471699940237,646
166,6.923583333333333,1,0.02294921875,8.16119384765625,16.202938219872706,641
167,6.965291666666666,1,0.0006866455078125,8.059036254882812,16.000055040473935,638
168,7.007,1,-0.028717041015625,8.45623779296875,16.788738197505744,631
169,7.048708333333333,1,0.0,0.0,16.788738197505744,631
170,7.090416666666666,1,-0.03033447265625,7.9967041015625,15.87641770252543,623
171,7.132124999999999,1,0.0003662109375,8.065185546875,16.012263531894405,615
172,7.173833333333333,1,-0.00616455078125,8.04620361328125,15.974582310343724,612
173,7.215541666666666,1,-0.011016845703125,8.180145263671875,16.240514193225263,609
174,7.257249999999999,1,-9.1552734375e-05,8.24957275390625,16.378337741309313,609
175,7.298958333333333,1,-0.016510009765625,8.26654052734375,16.41205754146657,603
176,7.3406666666666665,1,-0.0043182373046875,8.24432373046875,16.36791880603486,600
177,7.382375,1,-0.0287017822265625,8.6474609375,17.16838194981145,594
178,7.424083333333333,1,-0.0015106201171875,8.1348876953125,16.150647363811178,589
179,7.465791666666666,1,-0.00012969970703125,8.52587890625,16.926903785351197,580
180,7.507499999999999,1,-0.0150909423828125,8.458892822265625,16.793939293538596,576
181,7.549208333333333,1,0.0,0.0,16.793939293538596,576
182,7.590916666666666,1,0.00350189208984375,8.419464111328125,16.715633990886605,574
183,7.632624999999999,1,0.030059814453125,8.42706298828125,16.73082545965073,567
184,7.674333333333333,1,-0.002655029296875,8.434783935546875,16.746048677654056,560
185,7.7160416666666665,1,0.0260772705078125,8.394561767578125,16.666272944879562,548
186,7.75775,1,-0.02093505859375,8.796539306640625,17.46431045854969,546
187,7.799458333333333,1,0.04138946533203125,8.118179321289062,16.11768448907525,540
188,7.841166666666666,1,0.00508880615234375,8.618255615234375,17.110307408144248,534
189,7.882874999999999,1,0.0214996337890625,8.5535888671875,16.981971561194687,524
190,7.924583333333333,1,0.033355712890625,8.52166748046875,16.918672209716803,519
191,7.966291666666666,1,0.01395416259765625,8.40185546875,16.680696128970922,514
192,8.008,1,0.0,0.0,16.680696128970922,513
193,8.049708333333333,1,-0.02275848388671875,8.71844482421875,17.30927463339914,506
194,8.091416666666666,1,0.05980682373046875,8.466995239257812,16.81041809765652,500
195,8.133125,1,0.0307769775390625,8.7857666015625,17.442980369884662,496
196,8.174833333333332,1,-0.0062713623046875,8.27178955078125,16.422450708417276,481
197,8.216541666666666,1,0.034210205078125,8.748779296875,17.369573175251524,479
198,8.258249999999999,1,0.00341796875,8.37017822265625,16.617783901854853,467
199,8.299958333333333,1,0.01007080078125,8.779571533203125,17.43058539832225,460
200,8.341666666666667,1,0.00250244140625,8.302154541015625,16.482732049066254,457
201,8.383375,1,0.0576934814453125,8.78717041015625,17.446036423551476,457
202,8.425083333333333,1,0.0145111083984375,8.6375732421875,17.14868098966489,455
203,8.466791666666666,1,0.0,0.0,17.14868098966489,454
204,8.5085,1,-0.00072479248046875,8.783798217773438,17.438965463391494,452
205,8.550208333333332,1,0.04814910888671875,8.562957763671875,17.00078726651994,448
206,8.591916666666666,1,0.01122283935546875,8.9178466796875,17.705113325717644,446
207,8.633624999999999,1,0.0215301513671875,8.58758544921875,17.049466814518137,443
208,8.675333333333333,1,0.0061492919921875,8.99884033203125,17.865904700427983,439
209,8.717041666666667,1,0.0082855224609375,8.848785400390625,17.567995790194505,436
210,8.75875,1,-9.1552734375e-05,8.7650146484375,17.40167333522193,435
211,8.800458333333333,1,0.02374267578125,8.96832275390625,17.805374671924696,430
212,8.842166666666666,1,0.0063934326171875,8.854705810546875,17.579746792477994,428
213,8.883875,1,0.08367919921875,8.92840576171875,17.726841343469776,424
214,8.925583333333332,1,0.014923095703125,8.948089599609375,17.76516696991507,424
215,8.967291666666666,1,0.0,0.0,17.76516696991507,424
216,9.008999999999999,1,0.0026397705078125,8.94830322265625,17.765567155112326,424
217,9.050708333333333,1,-0.0141448974609375,9.159698486328125,18.18528289429367,414
218,9.092416666666667,1,0.01219940185546875,8.764801025390625,17.40126607206081,402
219,9.134125,1,0.01795196533203125,9.103302001953125,18.073329261831883,400
220,9.175833333333333,1,-0.00241851806640625,8.991973876953125,17.852268817918283,388
221,9.217541666666666,1,0.0082855224609375,9.11505126953125,18.09662807306583,386
222,9.25925,1,0.00342559814453125,9.14617919921875,18.15842188846037,378
223,9.300958333333332,1,-0.001068115234375,9.23138427734375,18.327583140025347,373
224,9.342666666666666,1,0.018951416015625,9.169677734375,18.205112450658717,367
225,9.384374999999999,1,-0.0257720947265625,9.20330810546875,18.271913465764158,355
226,9.426083333333333,1,0.0,0.0,18.271913465764158,355
227,9.467791666666667,1,0.00109100341796875,9.236419677734375,18.337580207022498,354
228,9.5095,1,0.03978729248046875,9.31024169921875,18.484311848357365,352
229,9.551208333333333,1,-0.000152587890625,9.21868896484375,18.302378306583613,351
230,9.592916666666666,1,-0.00121307373046875,9.2852783203125,18.434582029547478,348
231,9.634625,1,-0.0018310546875,9.45709228515625,18.775694088811008,347
232,9.676333333333332,1,-0.06816864013671875,9.479339599609375,18.820349197814103,344
233,9.718041666666666,1,0.0138702392578125,9.3154296875,18.494463567147125,321
234,9.759749999999999,1,-0.016326904296875,9.3875732421875,18.637701884320126,312
235,9.801458333333333,1,-0.0128021240234375,9.5789794921875,19.01770020406387,304
236,9.843166666666667,1,0.04205322265625,9.23272705078125,18.330439041002133,301
