frame_idx,t_sec,ok,dx_px,dy_px,speed_mps,inlier_ratio,num_matches,inliers
0,0.0,0,0.0,0.0,0,,,
1,0.04170833333333333,1,-0.5482504542843819,5.06489685160689,10.11436207822406,0.9418181818181818,1650,1554
2,0.08341666666666667,1,-0.6902084717134191,5.042366883587955,10.104242724595725,0.9501597444089457,1565,1487
3,0.125125,1,-0.44274147865694136,5.092394059156107,10.14835338949375,0.9484346224677717,1629,1545
4,0.16683333333333333,1,-0.6543851980216009,4.946282155372235,9.905697757641386,0.9427527405602923,1642,1548
5,0.20854166666666665,1,-0.42427804072785724,5.191802960969301,10.341937689473973,0.9353806781829814,1563,1462
6,0.25025,1,-0.5631584957239096,5.0788472118610555,10.145117336111591,0.947463768115942,1656,1569
7,0.2919583333333333,1,-0.5403980662936714,5.223495199593062,10.425846847706639,0.9442033477991321,1613,1523
8,0.33366666666666667,1,-0.48174441284922465,4.989340062335319,9.951682611025854,0.9618593563766389,1678,1614
9,0.37537499999999996,1,0.0,0.0,9.951682611025854,1.0,2000,2000
10,0.4170833333333333,1,-0.5643899693534327,5.252996479656047,10.4890896233618,0.9325301204819277,1660,1548
11,0.45879166666666665,1,-0.6436633148506246,5.166948823493141,10.337521865735978,0.9284731774415406,1454,1350
12,0.5005,1,-0.6242138533405567,5.233111754457012,10.463240153827162,0.9388724035608309,1685,1582
13,0.5422083333333333,1,-0.49781357270307797,5.3148923891649185,10.598137517776903,0.9282750444576171,1687,1566
14,0.5839166666666666,1,-0.6300846045650109,5.063271200402718,10.129931201810704,0.9480676328502415,1656,1570
15,0.625625,1,-0.5674823221723213,5.190072112539664,10.365551340295923,0.9405469678953626,1682,1582
16,0.6673333333333333,1,-0.4566506072622911,5.08392614824256,10.13403798868781,0.9579881656804734,1690,1619
17,0.7090416666666666,1,-0.6521192759151757,5.153919992705597,10.313947821225973,0.9482862297053518,1663,1577
18,0.7507499999999999,1,-0.48180996678155186,5.303174065696924,10.572051919278492,0.9341317365269461,1670,1560
19,0.7924583333333333,1,-0.49904156499409685,5.228782616368566,10.428167517604926,0.9223684210526316,1520,1402
20,0.8341666666666666,1,-0.6529634351490334,5.289708070690557,10.5816623686567,0.9245960502692998,1671,1545
21,0.875875,1,0.0,0.0,10.5816623686567,1.0,2000,2000
22,0.9175833333333333,1,-0.5350997042807881,5.13688335842374,10.253724484614054,0.949021932424422,1687,1601
23,0.9592916666666667,1,-0.6645518556810308,5.050128611043304,10.112738716657324,0.9406420351302242,1651,1553
24,1.001,1,-0.44021200735695126,5.288880032955258,10.536618376456552,0.9597871082199881,1691,1623
25,1.0427083333333333,1,-0.6734172228718188,5.132623974784165,10.277418551601597,0.9438339438339438,1638,1546
26,1.0844166666666666,1,-0.5472284256533185,5.158166001824201,10.298264159014552,0.9435866983372921,1684,1589
27,1.1261249999999998,1,-0.5002446955066113,5.267178935211157,10.504281106721807,0.9333333333333333,1530,1428
28,1.1678333333333333,1,-0.5896145965337811,5.246606023379229,10.481949557037986,0.9361826697892272,1708,1599
29,1.2095416666666665,1,-0.5651423542502109,5.2046429013500255,10.393806105758209,0.9414385741565882,1571,1479
30,1.25125,1,-0.6251985373928612,5.145457540710279,10.29069657153039,0.9371951219512196,1640,1537
31,1.2929583333333332,1,-0.5520585035481816,4.998295454250059,9.983739816428836,0.9415623136553369,1677,1579
32,1.3346666666666667,1,1.4954168311985674e-14,2.543847516729321e-14,9.983739816428836,1.0,2000,2000
33,1.376375,1,-0.5974233750055542,5.1409817125596815,10.275364197834065,0.9404205607476636,1712,1610
34,1.4180833333333331,1,-0.5865748861523893,5.177688484308564,10.34530982857019,0.9339853300733496,1636,1528
35,1.4597916666666666,1,-0.6793655215642059,5.185713737582017,10.383461430146994,0.9493746277546159,1679,1594
36,1.5014999999999998,1,-0.5267957037430631,5.399797284727489,10.771415503757202,0.8402822322001283,1559,1310
37,1.5432083333333333,1,-0.5564610161043054,5.1937124189505175,10.370381997727248,0.9485160508782556,1651,1566
38,1.5849166666666665,1,-0.762746899957826,5.158944042377622,10.35368066263502,0.9339622641509434,1590,1485
39,1.626625,1,-0.6680510304865434,5.220691441139197,10.449445199851022,0.9540846750149076,1677,1600
40,1.6683333333333332,1,-0.682694339552751,5.025992477812773,10.070016215310567,0.8904731043421905,1543,1374
41,1.7100416666666665,1,-0.6850787827538406,5.198518929600816,10.410145333792906,0.9516417910447761,1675,1594
42,1.75175,1,-0.669437207696389,5.179667569955416,10.36901450168966,0.9559859154929577,1704,1629
43,1.7934583333333332,1,0.008774900107908603,-0.003842661022571278,10.36901450168966,0.9964735516372796,1985,1978
44,1.8351666666666666,1,-0.773277943340311,5.092799677940484,10.226908511598536,0.9546279491833031,1653,1578
45,1.8768749999999998,1,-0.5300579083873134,5.492701356562487,10.955626473568461,0.8870650032829941,1523,1351
46,1.9185833333333333,1,-0.5452140376266166,4.881966843970876,9.752697481461476,0.9151113786875377,1661,1520
47,1.9602916666666665,1,-0.7706490272219945,5.104877021805708,10.249834859307557,0.9349544072948328,1645,1538
48,2.002,1,-0.685905392759753,5.073800068514507,10.164927729746887,0.9439140811455847,1676,1582
49,2.043708333333333,1,-0.7068144837139596,5.222383574763166,10.462821117651966,0.9328214971209213,1563,1458
50,2.0854166666666667,1,-0.6449602000886531,5.173637284705795,10.351017319199872,0.9375375375375375,1665,1561
51,2.127125,1,-0.5653516833138079,5.330452234510953,10.642200781674473,0.9454763331336129,1669,1578
52,2.168833333333333,1,-0.8272499918186741,5.062721590239022,10.184603272152428,0.9411064842355741,1681,1582
53,2.2105416666666664,1,-0.7978719515182957,5.027896491657108,10.107068829926288,0.9216589861751152,1519,1400
54,2.2522499999999996,1,-0.523804572874524,5.285901460475042,10.545795819432056,0.9435096153846154,1664,1570
55,2.2939583333333333,1,1.4694899986427323e-14,2.5296278852848046e-14,10.545795819432056,1.0,1999,1999
56,2.3356666666666666,1,-0.8361345229953461,5.111381087675001,10.282789926182568,0.9391357273280584,1643,1543
57,2.377375,1,-0.619991010616107,5.351598799112393,10.695891467992867,0.8985602094240838,1528,1373
58,2.419083333333333,1,-0.4451802673305596,5.4102788655357195,10.777630661591866,0.8585017835909632,1682,1444
59,2.4607916666666667,1,-0.6994507365352854,5.363654661997739,10.738926044712676,0.9261786600496278,1612,1493
60,2.5025,1,-0.7622140285566062,5.279942917195124,10.59123023247046,0.9361194029850747,1675,1568
61,2.544208333333333,1,-0.7002787615682267,5.170040798888324,10.358100729538815,0.9326393141457441,1633,1523
62,2.5859166666666664,1,-0.6138287375931206,5.428153464473852,10.845502482030492,0.9465334900117509,1702,1611
63,2.6276249999999997,1,-0.6496654255568808,5.620678913970963,11.233342258246404,0.8896296296296297,1350,1201
64,2.6693333333333333,1,-0.5696815846118007,5.124810183628254,10.237241981280238,0.9094202898550725,1656,1506
65,2.7110416666666666,1,-0.6981775325844717,5.46502711840549,10.93820703303512,0.9275882704967086,1671,1550
66,2.75275,1,0.0,0.0,10.93820703303512,1.0,2000,2000
67,2.794458333333333,1,-0.8307806126562527,5.239432817119583,10.53209355163755,0.9296875,1664,1547
68,2.8361666666666663,1,-0.6637462777339654,5.434262668568588,10.869124420631561,0.9145454545454546,1650,1509
69,2.877875,1,-0.6528999708496348,5.3897337766830775,10.778765385240522,0.9571511291256514,1727,1653
70,2.919583333333333,1,-0.8559959956352019,5.433524183389334,10.920524699953011,0.9360786724031961,1627,1523
71,2.9612916666666664,1,-0.7125081615886019,5.387182025909426,10.788614190381562,0.9418537708693149,1737,1636
72,3.0029999999999997,1,-0.7253693975710642,5.614736889028338,11.239890447942503,0.9177304964539007,1410,1294
73,3.044708333333333,1,-0.7973423362705014,5.313616851375511,10.667529556102377,0.9381261048909841,1697,1592
74,3.0864166666666666,1,-0.727846247011745,5.678832986053659,11.366730974544986,0.9401408450704225,1704,1602
75,3.128125,1,-0.7235924459960472,5.543026647865155,11.098251300889615,0.9432416617905208,1709,1612
76,3.169833333333333,1,-0.7092823037435886,5.491922683530903,10.993978057326764,0.9251824817518248,1644,1521
77,3.2115416666666663,1,-0.6826782476325379,5.837110367287427,11.667730078871541,0.9306290417401528,1701,1583
78,3.25325,1,0.0,0.0,11.667730078871541,1.0,2000,2000
79,3.294958333333333,1,-0.7263616356018491,5.643695448093941,11.297163330488965,0.9432288586635127,1691,1595
80,3.3366666666666664,1,-0.7270166898237568,5.714482051303174,11.436728363136844,0.941717791411043,1630,1535
81,3.3783749999999997,1,-0.7651433205549383,5.8712988426797414,11.755183735716852,0.9407407407407408,1620,1524
82,3.420083333333333,1,-0.8765183582073679,5.677776873358196,11.40594029099696,0.9340511440107672,1486,1388
83,3.4617916666666666,1,-0.601580432073184,5.853044687553678,11.68159358422894,0.9414225941422594,1673,1575
84,3.5035,1,-0.8654538229542157,5.711907052772486,11.469600820391447,0.9477163461538461,1664,1577
85,3.545208333333333,1,-0.7378354811274888,5.911561721097854,11.827617151644041,0.951073985680191,1676,1594
86,3.5869166666666663,1,-0.9197514319507281,5.93026394457705,11.914446836984862,0.9274035317200785,1529,1418
87,3.6286249999999995,1,-0.7959702020306846,5.911154370693815,11.841664159881802,0.9366324683162341,1657,1552
88,3.6703333333333332,1,-0.8401912063864315,5.928099112836566,11.887007294762787,0.9416666666666667,1680,1582
89,3.7120416666666665,1,0.0,0.0,11.887007294762787,1.0,2000,2000
90,3.7537499999999997,1,-0.7058786595015628,6.228484039407658,12.444916017972709,0.926391382405745,1671,1548
91,3.795458333333333,1,-0.7583616383432487,6.137378014622101,12.277547527207268,0.9071476285905143,1497,1358
92,3.8371666666666666,1,-0.7975604734694919,6.015697708323145,12.047809776161985,0.948948948948949,1665,1580
93,3.878875,1,-0.9301811769707947,6.366157770154076,12.773293042592725,0.9458955223880597,1608,1521
94,3.920583333333333,1,-0.873143302054,6.027965452499555,12.09255258909515,0.9482239614689946,1661,1575
95,3.9622916666666663,1,-0.8527929484297678,6.261010924632789,12.545110722965346,0.9275092936802974,1614,1497
96,4.004,1,-0.7887084625694395,6.185613199215202,12.380070453814206,0.945041816009558,1674,1582
97,4.045708333333333,1,-1.0687576165176054,5.790728105229007,11.690825826942397,0.889372280919826,1609,1431
98,4.087416666666666,1,-0.7697250746150098,6.480113506264586,12.955774052840704,0.9324970131421745,1674,1561
99,4.129124999999999,1,-0.8434277881961021,6.321422666558178,12.661490157598385,0.9296615792966157,1507,1401
100,4.170833333333333,1,-0.7060561842425317,6.313512755499014,12.612708003747784,0.9518143961927424,1681,1600
101,4.212541666666667,1,-0.0037452941108984603,-8.648810704635324e-05,12.612708003747784,1.0,1998,1998
102,4.25425,1,-0.8007703306259812,6.418453970023299,12.841705464624201,0.943853427895981,1692,1597
103,4.295958333333333,1,-0.7906209259900294,6.361910557656134,12.72781711718137,0.9215561224489796,1568,1445
104,4.337666666666666,1,-0.8093081192712777,6.373468406387598,12.755209139726896,0.9420461265523359,1691,1593
105,4.379375,1,-0.7692144650099645,6.557557994207193,13.108349981614875,0.9329573934837093,1596,1489
106,4.421083333333333,1,-0.8979134354718444,6.4322991256077415,12.8942285210427,0.9435096153846154,1664,1570
107,4.462791666666666,1,-0.8023955149697942,6.531963918306893,13.065752244658109,0.8891910265125765,1471,1308
108,4.504499999999999,1,-0.7780586458134829,6.742365816220307,13.474830167153161,0.9503885236102809,1673,1590
109,4.546208333333333,1,-0.854039841844306,6.725550643476027,13.459836604534116,0.9369024856596558,1569,1470
110,4.587916666666667,1,-0.7770463380744673,6.836306830176133,13.659896549562424,0.9359543436905516,1577,1476
111,4.629625,1,-0.7310999410501908,6.864053134324734,13.704670529651642,0.9504232164449818,1654,1572
112,4.671333333333333,1,-0.0004823101818017984,-0.00039263084495299867,13.704670529651642,0.9994967287367891,1987,1986
113,4.713041666666666,1,-0.42505026651850075,7.30478663243971,14.527132007361992,0.8110377924415118,1667,1352
114,4.75475,1,-0.6294603506425009,7.2930891369612185,14.53320770378605,0.9068364611260054,1492,1353
115,4.796458333333333,1,-0.8010976347391969,7.023781760502489,14.035113525722684,0.9512485136741974,1682,1600
116,4.838166666666666,1,-0.6841677028604893,7.068410422297717,14.098894195729144,0.8794137241838774,1501,1320
117,4.879874999999999,1,-0.8069231039068475,7.071149214310814,14.129859657794038,0.9457040572792362,1676,1585
118,4.921583333333333,1,-0.6783410262375364,7.159529995935019,14.277872307298324,0.9217948717948717,1560,1438
119,4.963291666666667,1,-0.6305951900100358,7.168631375870137,14.287243030558784,0.9276155717761557,1644,1525
120,5.005,1,-0.5290936615846094,7.1999268835273975,14.332961453223593,0.8977572559366754,1516,1361
121,5.046708333333333,1,-0.7343260867292372,7.057915210050058,14.088111303058255,0.92125,1600,1474
122,5.088416666666666,1,-0.659924589188086,7.2588706877821085,14.470875348139742,0.8875453446191052,1654,1468
123,5.130125,1,0.0,0.0,14.470875348139742,1.0,2000,2000
124,5.171833333333333,1,-0.7946613667025513,7.113364358169179,14.210411151668573,0.9445114595898673,1658,1566
125,5.213541666666666,1,-0.7190009179888608,7.557891659088579,15.07285118327192,0.9132546842470507,1441,1316
126,5.255249999999999,1,-0.6795623004016891,7.092071535801005,14.144777082119118,0.9404255319148936,1645,1547
127,5.2969583333333325,1,-0.8927313515080502,7.219436285714947,14.442318387388326,0.9466343238326258,1649,1561
128,5.338666666666667,1,-0.6945570734783926,7.250879233743117,14.461468915923513,0.9004065040650406,1476,1329
129,5.380375,1,-0.8356159290864393,7.447276874585214,14.878276912770575,0.9316851008458035,1537,1432
130,5.422083333333333,1,-0.8469784369631155,6.967386921811059,13.934575322700315,0.9319727891156463,1617,1507
131,5.463791666666666,1,-0.8818171223784453,7.0294579145378275,14.065357357029006,0.9223363286264442,1558,1437
132,5.5055,1,-0.7124428159975309,7.382401708516907,14.724787701423702,0.9435096153846154,1664,1570
133,5.547208333333333,1,-0.5799737928207231,7.638817413299647,15.209420051505461,0.9184228416043508,1471,1351
134,5.588916666666666,1,-0.8279475386075665,7.114745957956867,14.220624376490742,0.9465695203400122,1647,1559
135,5.630624999999999,1,0.0,0.0,14.220624376490742,1.0,2000,2000
136,5.672333333333333,1,-0.6886768477120899,7.214471887971495,14.388404321480687,0.9466831990080595,1613,1527
137,5.714041666666667,1,-0.7555436112353975,7.261571363933307,14.494629640264346,0.9264516129032258,1550,1436
138,5.75575,1,-0.739030073800718,6.915932337595005,13.808758205612998,0.9463741620962828,1641,1553
139,5.797458333333333,1,-0.8447816866039273,7.105067539582709,14.205445470129856,0.9374193548387096,1550,1453
140,5.839166666666666,1,-0.6637844496790298,7.13519456591316,14.227067865388127,0.8996884735202493,1605,1444
141,5.880875,1,-0.9111591609753265,7.095754628095399,14.203267678077003,0.9092071611253197,1564,1422
142,5.922583333333333,1,-0.6757329426781002,7.075532323246159,14.11136610547088,0.8696473551637279,1588,1381
143,5.964291666666666,1,-0.7491054209307709,7.120627881118041,14.214995612895457,0.9362524146812621,1553,1454
144,6.005999999999999,1,-0.9053296357856495,7.1941494792851115,14.395597434661159,0.9052224371373307,1551,1404
145,6.047708333333333,1,-0.7968953278602801,6.944095178928493,13.876984294929622,0.9471471471471471,1665,1577
146,6.089416666666666,1,1.2036259522557037e-14,2.3491614165106804e-14,13.876984294929622,1.0,2000,2000
147,6.131125,1,-0.7614806824635187,7.021634136368162,14.022179201114099,0.9449431478156792,1671,1579
148,6.172833333333333,1,-0.8698039437114486,7.178261401748218,14.355646333066762,0.9112119248217757,1543,1406
149,6.214541666666666,1,-0.8337639264043417,6.897392179533977,13.793463541566526,0.9305225653206651,1684,1567
150,6.25625,1,-0.909616430023257,6.894303248812071,13.806265161065266,0.9400244798041616,1634,1536
151,6.297958333333333,1,-0.7170859961497136,7.2846897256895735,14.532603860457643,0.9384328358208955,1608,1509
152,6.339666666666666,1,-0.8878127716816497,6.7142044813622395,13.44611538845514,0.9085447263017357,1498,1361
153,6.381374999999999,1,-0.9263271940241966,6.732758953324119,13.492845040237754,0.9355828220858896,1630,1525
154,6.423083333333333,1,-0.9508773568620008,7.04715880969456,14.117906679993126,0.9155206286836935,1527,1398
155,6.464791666666666,1,-0.9029066982102424,6.811157302196288,13.640869253903182,0.9377618192698982,1671,1567
156,6.5065,1,-0.7068406404825293,6.933542617118907,13.836895996450986,0.9065969954278249,1531,1388
157,6.548208333333333,1,-0.9633710689491984,6.850912093680778,13.73531703391835,0.9264094955489615,1685,1561
158,6.589916666666666,1,-0.0017619875458182446,0.0009992112486247938,13.73531703391835,1.0,1999,1999
159,6.631625,1,-0.9233201135264482,6.647552698062253,13.324456330545045,0.9382055852644088,1683,1579
160,6.673333333333333,1,-0.8523553378686882,7.1581610049050015,14.311893138435162,0.9038322487346349,1383,1250
161,6.715041666666666,1,-0.8142697717774869,6.873678914560808,13.742118966273553,0.9144385026737968,1683,1539
162,6.756749999999999,1,-0.9720825130899872,6.712557488280889,13.46583227414479,0.9334577114427861,1608,1501
163,6.798458333333333,1,-0.9196960830263085,6.995966321899872,14.008987551690609,0.9397163120567376,1692,1590
164,6.840166666666666,1,-1.123085721791861,7.0605511068736995,14.193934335632255,0.8145738451528952,1537,1252
165,6.881874999999999,1,-0.9273982355628,6.918062260528188,13.857677766386093,0.9431818181818182,1672,1577
166,6.923583333333333,1,-0.7092105158853212,6.508729155236279,12.998629174106501,0.8272383354350568,1586,1312
167,6.965291666666666,1,-1.0398633490677112,6.525242718854363,13.118397007261374,0.916941331575478,1517,1391
168,7.007,1,-0.836872801066799,7.382530231567052,14.75082122468742,0.9224565756823822,1612,1487
169,7.048708333333333,1,0.0,0.0,14.75082122468742,1.0,2000,2000
170,7.090416666666666,1,-0.9044081386165626,6.661277317380868,13.346342727947881,0.9503980404164115,1633,1552
171,7.132124999999999,1,-0.974209105852825,6.841338246385393,13.719511915020478,0.9017857142857143,1456,1313
172,7.173833333333333,1,-0.8664869339479873,6.617438493671914,13.250118730266989,0.9182041820418204,1626,1493
173,7.215541666666666,1,-0.9824701633731945,6.618003264082732,13.283086482068509,0.9205340114431023,1573,1448
174,7.257249999999999,1,-0.8869246875582895,6.623257113892401,13.2668976045221,0.9372307692307692,1625,1523
175,7.298958333333333,1,-1.0757811430313873,6.616158046446715,13.307935714156436,0.9090909090909091,1496,1360
176,7.3406666666666665,1,-0.924315998591859,6.724983011700165,13.47700699006092,0.9419509275882705,1671,1574
177,7.382375,1,-0.9165491412122536,6.719670116980345,13.464464697989225,0.8906574394463668,1445,1287
178,7.424083333333333,1,-0.9085795467234783,6.720473936607521,13.463916950994358,0.9361830222757375,1661,1555
179,7.465791666666666,1,-0.9407601465898434,6.89288722043535,13.81170344457596,0.8868404322949778,1573,1395
180,7.507499999999999,1,-0.8328620777966503,6.739614700621842,13.482315612163765,0.9298245614035088,1653,1537
181,7.549208333333333,1,-0.0026328271032674726,-0.0010588559152688846,13.482315612163765,0.9994987468671679,1995,1994
182,7.590916666666666,1,-0.7604930880520817,7.107320346119428,14.19110829836973,0.9381506429883649,1633,1532
183,7.632624999999999,1,-0.7705783268302049,6.8513419796884145,13.688114934338135,0.8946308724832215,1490,1333
184,7.674333333333333,1,-0.63919064800545,7.0692400222080485,14.092211966922118,0.8584070796460177,1695,1455
185,7.7160416666666665,1,-0.9247632882419708,6.576120776667388,13.184400176134188,0.918234912394549,1541,1415
186,7.75775,1,-0.7826437096646973,7.2650635871917695,14.50718980314747,0.9287020109689214,1641,1524
187,7.799458333333333,1,-0.805672334021825,6.9630800517351945,13.916423028836292,0.9238345370978333,1523,1407
188,7.841166666666666,1,-0.9607688055616582,6.65592595767148,13.35134143472178,0.9207861822513401,1679,1546
189,7.882874999999999,1,-0.8649156623630772,7.081936317821406,14.164634317442559,0.8946996466431095,1415,1266
190,7.924583333333333,1,-0.8881038852381722,6.657807582188058,13.33519815865328,0.9318885448916409,1615,1505
191,7.966291666666666,1,-0.7169523604008954,6.917976940678356,13.808207299137775,0.8935018050541517,1662,1485
192,8.008,1,1.2036690147955105e-14,2.4468462804471214e-14,13.808207299137775,1.0,2000,2000
193,8.049708333333333,1,-0.9353292987606032,6.772195906055606,13.57284856918095,0.9361963190184049,1630,1526
194,8.091416666666666,1,-0.9037354250688638,6.988956474990117,13.991090406535244,0.914963744232037,1517,1388
195,8.133125,1,-0.7111506372500913,7.0484128904486925,14.064653872814134,0.928052805280528,1515,1406
196,8.174833333333332,1,-0.781592353166209,6.755917946051882,13.50236340641937,0.8933975240715268,1454,1299
197,8.216541666666666,1,-0.8357763248885183,7.0078584502052905,14.011690710107072,0.9285714285714286,1652,1534
198,8.258249999999999,1,-0.9038565564763337,6.780219158004079,13.580230168582409,0.932757557063541,1621,1512
199,8.299958333333333,1,-0.9642827494434687,6.883197827248778,13.799045100103063,0.9380692167577414,1647,1545
200,8.341666666666667,1,-0.7354616180016922,6.717465587787943,13.416254080864823,0.8165199729180772,1477,1206
201,8.383375,1,-1.0691875777511628,6.922232474210601,13.90606302726735,0.9313967861557478,1618,1507
202,8.425083333333333,1,-0.9351170075497545,6.706961261602687,13.44450591331623,0.945041816009558,1674,1582
203,8.466791666666666,1,0.0,0.0,13.44450591331623,1.0,2000,2000
204,8.5085,1,-0.7831442483411659,6.912403416182549,13.8113769636214,0.9343863912515188,1646,1538
205,8.550208333333332,1,-1.002582820066643,6.546356705383894,13.148386850918698,0.918,1500,1377
206,8.591916666666666,1,-0.9541061400424643,6.89737873857744,13.824144589866085,0.9306122448979591,1715,1596
207,8.633624999999999,1,-1.069279248661085,6.514253380522936,13.106184406913966,0.8286826735885788,1541,1277
208,8.675333333333333,1,-1.0490526741169244,6.669484572834487,13.404098397546237,0.9265569917743831,1702,1577
209,8.717041666666667,1,-1.0121496083513957,6.791553559886692,13.63256529396093,0.8962962962962963,1485,1331
210,8.75875,1,-1.0906860008377506,6.428807028984593,12.945853318360795,0.9002361275088547,1694,1525
211,8.800458333333333,1,-1.0258637434885725,6.79312193176231,13.639684142288136,0.9213917525773195,1552,1430
212,8.842166666666666,1,-1.1384483998958603,6.590294724099415,13.27786792972112,0.9267399267399268,1638,1518
213,8.883875,1,-1.004591908568613,6.843054139500774,13.731516226437758,0.8704481792717087,1428,1243
214,8.925583333333332,1,-1.0952323685016034,6.522582819226826,13.130937327330997,0.930162552679109,1661,1545
215,8.967291666666666,1,0.0023299521850923145,-0.00010985661602660069,13.130937327330997,0.9994994994994995,1998,1997
216,9.008999999999999,1,-1.134439068175712,6.756192687256083,13.601222564373902,0.9186991869918699,1599,1469
217,9.050708333333333,1,-1.0102595962672807,6.543863108842958,13.145810041852238,0.9123533471359558,1449,1322
218,9.092416666666667,1,-1.182553897607567,6.627778920791412,13.366309777029086,0.9368295589988082,1678,1572
219,9.134125,1,-0.8923202763546451,6.785907067994892,13.588418752800418,0.8639781271360218,1463,1264
220,9.175833333333333,1,-1.145636124996521,6.51090057728068,13.125035655709056,0.935881627620222,1622,1518
221,9.217541666666666,1,-1.052970648021212,6.719174292194537,13.502762816202535,0.8964773544212796,1391,1247
222,9.25925,1,-0.9861512891289927,6.660924007115366,13.368449920642526,0.9294755877034359,1659,1542
223,9.300958333333332,1,-1.1522960194503058,6.475096700154223,13.057343639053807,0.926489226869455,1578,1462
224,9.342666666666666,1,-1.0792071032881156,6.644457870015629,13.36448444067394,0.926875,1600,1483
225,9.384374999999999,1,-1.1458016564533329,6.4617489572263995,13.028996979199652,0.9397163120567376,1692,1590
226,9.426083333333333,1,0.0,0.0,13.028996979199652,1.0,2000,2000
227,9.467791666666667,1,-1.199894113827615,6.368832530596164,12.866848304567958,0.9266547406082289,1677,1554
228,9.5095,1,-1.1162996880495646,6.497286904316949,13.088429378664374,0.9152202937249666,1498,1371
229,9.551208333333333,1,-1.0743784271805323,6.321670029409451,12.730729942268052,0.9270462633451957,1686,1563
230,9.592916666666666,1,-0.9856351855990918,6.871940890590849,13.782867323425997,0.8753709198813057,1348,1180
231,9.634625,1,-1.3352478499551,6.287748537659881,12.761787959981238,0.9280487804878049,1640,1522
232,9.676333333333332,1,-1.1754669121390247,6.215883133372125,12.559463204031509,0.8839815425181279,1517,1341
233,9.718041666666666,1,-1.2757273599032786,6.1349869172183285,12.440681715541539,0.8888228299643282,1682,1495
234,9.759749999999999,1,-1.2439221613440197,6.42442030250611,12.991650441130073,0.8759124087591241,1507,1320
235,9.801458333333333,1,-0.9571772563251123,6.562548792193875,13.166851871655458,0.8890314304041051,1559,1386
236,9.843166666666667,1,-0.8921032122035304,6.87504321552998,13.763839174863621,0.8964441671865253,1603,1437
